"subject" "activity" "variable" "mean(value)"
"subject11" "sitting" "fBodyBodyAccJerkMagStd" -0.972289134150943
"subject11" "laying" "fBodyBodyAccJerkMagStd" -0.975126531403509
"subject11" "walking" "fBodyBodyAccJerkMagStd" -0.41744681559322
"subject11" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.173661753717391
"subject11" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.513703461481481
"subject14" "standing" "fBodyBodyAccJerkMagStd" -0.969677515666667
"subject14" "sitting" "fBodyBodyAccJerkMagStd" -0.972959409444444
"subject14" "laying" "fBodyBodyAccJerkMagStd" -0.963607433921569
"subject14" "walking" "fBodyBodyAccJerkMagStd" -0.453426008983051
"subject14" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.194263424111111
"subject14" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.409847649281481
"subject15" "standing" "fBodyBodyAccJerkMagStd" -0.980184086603774
"subject15" "sitting" "fBodyBodyAccJerkMagStd" -0.983276251694915
"subject15" "laying" "fBodyBodyAccJerkMagStd" -0.972530077916667
"subject15" "walking" "fBodyBodyAccJerkMagStd" -0.342411927851852
"subject15" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.1505077506
"subject15" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.391313399375
"subject16" "standing" "fBodyBodyAccJerkMagStd" -0.985912716923077
"subject16" "sitting" "fBodyBodyAccJerkMagStd" -0.982190554782609
"subject16" "laying" "fBodyBodyAccJerkMagStd" -0.98724716
"subject16" "walking" "fBodyBodyAccJerkMagStd" -0.441447754509804
"subject16" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.0919623368021277
"subject16" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.51993124
"subject17" "standing" "fBodyBodyAccJerkMagStd" -0.989472086666667
"subject17" "sitting" "fBodyBodyAccJerkMagStd" -0.99031962640625
"subject17" "laying" "fBodyBodyAccJerkMagStd" -0.979657231408451
"subject17" "walking" "fBodyBodyAccJerkMagStd" -0.211231860180328
"subject17" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.236538515947826
"subject17" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.437383107916667
"subject19" "standing" "fBodyBodyAccJerkMagStd" -0.979179149452055
"subject19" "sitting" "fBodyBodyAccJerkMagStd" -0.983687272739726
"subject19" "laying" "fBodyBodyAccJerkMagStd" -0.979452188433735
"subject19" "walking" "fBodyBodyAccJerkMagStd" -0.0222869586038462
"subject19" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.316346415348718
"subject19" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.43467125
"subject21" "standing" "fBodyBodyAccJerkMagStd" -0.97192611741573
"subject21" "sitting" "fBodyBodyAccJerkMagStd" -0.986991549529412
"subject21" "laying" "fBodyBodyAccJerkMagStd" -0.977604878888889
"subject21" "walking" "fBodyBodyAccJerkMagStd" -0.0186734409634615
"subject21" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.06320531452
"subject21" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.47772185
"subject22" "standing" "fBodyBodyAccJerkMagStd" -0.95665395968254
"subject22" "sitting" "fBodyBodyAccJerkMagStd" -0.967026275967742
"subject22" "laying" "fBodyBodyAccJerkMagStd" -0.955635614444444
"subject22" "walking" "fBodyBodyAccJerkMagStd" 0.158286745226087
"subject22" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.118530349166667
"subject22" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.151299835619048
"subject23" "standing" "fBodyBodyAccJerkMagStd" -0.9750536875
"subject23" "sitting" "fBodyBodyAccJerkMagStd" -0.972117016617647
"subject23" "laying" "fBodyBodyAccJerkMagStd" -0.986540200694444
"subject23" "walking" "fBodyBodyAccJerkMagStd" -0.0457372334118644
"subject23" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.2244805035
"subject23" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.454324844901961
"subject25" "standing" "fBodyBodyAccJerkMagStd" -0.982083315
"subject25" "sitting" "fBodyBodyAccJerkMagStd" -0.987618801076923
"subject25" "laying" "fBodyBodyAccJerkMagStd" -0.963601212876712
"subject25" "walking" "fBodyBodyAccJerkMagStd" -0.51900424972973
"subject25" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.502224768103448
"subject25" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.703433692615385
"subject26" "standing" "fBodyBodyAccJerkMagStd" -0.981129312702703
"subject26" "sitting" "fBodyBodyAccJerkMagStd" -0.989521272820513
"subject26" "laying" "fBodyBodyAccJerkMagStd" -0.987901463289474
"subject26" "walking" "fBodyBodyAccJerkMagStd" -0.268948465423729
"subject26" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.067941075972
"subject26" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.393715352181818
"subject27" "standing" "fBodyBodyAccJerkMagStd" -0.983022277625
"subject27" "sitting" "fBodyBodyAccJerkMagStd" -0.988531651142857
"subject27" "laying" "fBodyBodyAccJerkMagStd" -0.988174859594595
"subject27" "walking" "fBodyBodyAccJerkMagStd" -0.279732022017544
"subject27" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.113625944990909
"subject27" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.473011558823529
"subject28" "standing" "fBodyBodyAccJerkMagStd" -0.954963155316456
"subject28" "sitting" "fBodyBodyAccJerkMagStd" -0.970823336388889
"subject28" "laying" "fBodyBodyAccJerkMagStd" -0.972336128625
"subject28" "walking" "fBodyBodyAccJerkMagStd" -0.436273009814815
"subject28" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.0883598523695652
"subject28" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.374495907647059
"subject29" "standing" "fBodyBodyAccJerkMagStd" -0.990327934615384
"subject29" "sitting" "fBodyBodyAccJerkMagStd" -0.989822909333333
"subject29" "laying" "fBodyBodyAccJerkMagStd" -0.994366667681159
"subject29" "walking" "fBodyBodyAccJerkMagStd" -0.169506499226415
"subject29" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.0797714324854167
"subject29" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.280583556530612
"subject30" "standing" "fBodyBodyAccJerkMagStd" -0.946639846949152
"subject30" "sitting" "fBodyBodyAccJerkMagStd" -0.985294959032258
"subject30" "laying" "fBodyBodyAccJerkMagStd" -0.968087778
"subject30" "walking" "fBodyBodyAccJerkMagStd" -0.366537416615385
"subject30" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.133124304612577
"subject30" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.580878133230769
"subject2" "standing" "fBodyBodyGyroMagMean" -0.961775904814815
"subject2" "sitting" "fBodyBodyGyroMagMean" -0.971840596086956
"subject2" "laying" "fBodyBodyGyroMagMean" -0.972112972708333
"subject2" "walking" "fBodyBodyGyroMagMean" -0.530704814745763
"subject2" "walking_downstairs" "fBodyBodyGyroMagMean" -0.320838543553191
"subject2" "walking_upstairs" "fBodyBodyGyroMagMean" -0.450612184791667
"subject4" "standing" "fBodyBodyGyroMagMean" -0.914209165714286
"subject4" "sitting" "fBodyBodyGyroMagMean" -0.9487697524
"subject4" "laying" "fBodyBodyGyroMagMean" -0.961556660185185
"subject4" "walking" "fBodyBodyGyroMagMean" -0.609285588016667
"subject4" "walking_downstairs" "fBodyBodyGyroMagMean" -0.429213369555556
"subject4" "walking_upstairs" "fBodyBodyGyroMagMean" -0.575794072115385
"subject9" "standing" "fBodyBodyGyroMagMean" -0.929769067777778
"subject9" "sitting" "fBodyBodyGyroMagMean" -0.9344377378
"subject9" "laying" "fBodyBodyGyroMagMean" -0.9186053356
"subject9" "walking" "fBodyBodyGyroMagMean" -0.513797480384615
"subject9" "walking_downstairs" "fBodyBodyGyroMagMean" -0.347540226666667
"subject9" "walking_upstairs" "fBodyBodyGyroMagMean" -0.531482693877551
"subject10" "standing" "fBodyBodyGyroMagMean" -0.937786743409091
"subject10" "sitting" "fBodyBodyGyroMagMean" -0.974459732592593
"subject10" "laying" "fBodyBodyGyroMagMean" -0.937692642586207
"subject10" "walking" "fBodyBodyGyroMagMean" -0.412616909622642
"subject10" "walking_downstairs" "fBodyBodyGyroMagMean" -0.312347510289474
"subject10" "walking_upstairs" "fBodyBodyGyroMagMean" -0.265371689148936
"subject12" "standing" "fBodyBodyGyroMagMean" -0.902356765573771
"subject12" "sitting" "fBodyBodyGyroMagMean" -0.958511866666667
"subject12" "laying" "fBodyBodyGyroMagMean" -0.9454970225
"subject12" "walking" "fBodyBodyGyroMagMean" -0.442503784
"subject12" "walking_downstairs" "fBodyBodyGyroMagMean" -0.344938419969565
"subject12" "walking_upstairs" "fBodyBodyGyroMagMean" -0.594032515192308
"subject13" "standing" "fBodyBodyGyroMagMean" -0.957488799473684
"subject13" "sitting" "fBodyBodyGyroMagMean" -0.973258277755102
"subject13" "laying" "fBodyBodyGyroMagMean" -0.957681621290323
"subject13" "walking" "fBodyBodyGyroMagMean" -0.267472373877193
"subject13" "walking_downstairs" "fBodyBodyGyroMagMean" -0.206121707212766
"subject13" "walking_upstairs" "fBodyBodyGyroMagMean" -0.485477308909091
"subject18" "standing" "fBodyBodyGyroMagMean" -0.972352593013699
"subject18" "sitting" "fBodyBodyGyroMagMean" -0.986535242105263
"subject18" "laying" "fBodyBodyGyroMagMean" -0.984329092153846
"subject18" "walking" "fBodyBodyGyroMagMean" -0.620331394285714
"subject18" "walking_downstairs" "fBodyBodyGyroMagMean" -0.604735414363636
"subject18" "walking_upstairs" "fBodyBodyGyroMagMean" -0.654029089310345
"subject20" "standing" "fBodyBodyGyroMagMean" -0.879437674794521
"subject20" "sitting" "fBodyBodyGyroMagMean" -0.953399068181818
"subject20" "laying" "fBodyBodyGyroMagMean" -0.96983224117647
"subject20" "walking" "fBodyBodyGyroMagMean" -0.0520065599062745
"subject20" "walking_downstairs" "fBodyBodyGyroMagMean" -0.100566103524444
"subject20" "walking_upstairs" "fBodyBodyGyroMagMean" -0.286627716823529
"subject24" "standing" "fBodyBodyGyroMagMean" -0.963922314202899
"subject24" "sitting" "fBodyBodyGyroMagMean" -0.977973720735294
"subject24" "laying" "fBodyBodyGyroMagMean" -0.964001383472222
"subject24" "walking" "fBodyBodyGyroMagMean" -0.534509163793103
"subject24" "walking_downstairs" "fBodyBodyGyroMagMean" -0.374298686727273
"subject24" "walking_upstairs" "fBodyBodyGyroMagMean" -0.564664994745763
"subject1" "standing" "fBodyBodyGyroMagMean" -0.984617623396226
"subject1" "sitting" "fBodyBodyGyroMagMean" -0.958435589361702
"subject1" "laying" "fBodyBodyGyroMagMean" -0.8621901854
"subject1" "walking" "fBodyBodyGyroMagMean" -0.199252568986316
"subject1" "walking_downstairs" "fBodyBodyGyroMagMean" -0.185720285744898
"subject1" "walking_upstairs" "fBodyBodyGyroMagMean" -0.325961457396226
"subject3" "standing" "fBodyBodyGyroMagMean" -0.913682362622951
"subject3" "sitting" "fBodyBodyGyroMagMean" -0.946664943653846
"subject3" "laying" "fBodyBodyGyroMagMean" -0.96458672483871
"subject3" "walking" "fBodyBodyGyroMagMean" -0.569755772241379
"subject3" "walking_downstairs" "fBodyBodyGyroMagMean" -0.332376629371429
"subject3" "walking_upstairs" "fBodyBodyGyroMagMean" -0.514211583728814
"subject5" "standing" "fBodyBodyGyroMagMean" -0.904543921607143
"subject5" "sitting" "fBodyBodyGyroMagMean" -0.944760322045455
"subject5" "laying" "fBodyBodyGyroMagMean" -0.968257068846154
"subject5" "walking" "fBodyBodyGyroMagMean" -0.484262828928571
"subject5" "walking_downstairs" "fBodyBodyGyroMagMean" -0.349338414731915
"subject5" "walking_upstairs" "fBodyBodyGyroMagMean" -0.392564530851064
"subject6" "standing" "fBodyBodyGyroMagMean" -0.926664297017544
"subject6" "sitting" "fBodyBodyGyroMagMean" -0.929725679272727
"subject6" "laying" "fBodyBodyGyroMagMean" -0.930153639473684
"subject6" "walking" "fBodyBodyGyroMagMean" -0.329681123368421
"subject6" "walking_downstairs" "fBodyBodyGyroMagMean" -0.0143735434
"subject6" "walking_upstairs" "fBodyBodyGyroMagMean" -0.230627015078431
"subject7" "standing" "fBodyBodyGyroMagMean" -0.93870498490566
"subject7" "sitting" "fBodyBodyGyroMagMean" -0.933081955208333
"subject7" "laying" "fBodyBodyGyroMagMean" -0.941130719230769
"subject7" "walking" "fBodyBodyGyroMagMean" -0.192909765467895
"subject7" "walking_downstairs" "fBodyBodyGyroMagMean" -0.255045057404255
"subject7" "walking_upstairs" "fBodyBodyGyroMagMean" -0.533982945882353
"subject8" "standing" "fBodyBodyGyroMagMean" -0.964564224074074
"subject8" "sitting" "fBodyBodyGyroMagMean" -0.965806789347826
"subject8" "laying" "fBodyBodyGyroMagMean" -0.944528950555556
"subject8" "walking" "fBodyBodyGyroMagMean" -0.301241848645833
"subject8" "walking_downstairs" "fBodyBodyGyroMagMean" -0.00036272967368421
"subject8" "walking_upstairs" "fBodyBodyGyroMagMean" -0.229610952609756
"subject11" "standing" "fBodyBodyGyroMagMean" -0.982576519787234
"subject11" "sitting" "fBodyBodyGyroMagMean" -0.969799951132075
"subject11" "laying" "fBodyBodyGyroMagMean" -0.967093356491228
"subject11" "walking" "fBodyBodyGyroMagMean" -0.610222628813559
"subject11" "walking_downstairs" "fBodyBodyGyroMagMean" -0.456170108913043
"subject11" "walking_upstairs" "fBodyBodyGyroMagMean" -0.55009966
"subject14" "standing" "fBodyBodyGyroMagMean" -0.944405563833333
"subject14" "sitting" "fBodyBodyGyroMagMean" -0.963320540555556
"subject14" "laying" "fBodyBodyGyroMagMean" -0.930151731176471
"subject14" "walking" "fBodyBodyGyroMagMean" -0.311386449661017
"subject14" "walking_downstairs" "fBodyBodyGyroMagMean" -0.0787568406777778
"subject14" "walking_upstairs" "fBodyBodyGyroMagMean" 0.0488588668185185
"subject15" "standing" "fBodyBodyGyroMagMean" -0.956733900188679
"subject15" "sitting" "fBodyBodyGyroMagMean" -0.973762179830509
"subject15" "laying" "fBodyBodyGyroMagMean" -0.946812642361111
"subject15" "walking" "fBodyBodyGyroMagMean" -0.489166383703704
"subject15" "walking_downstairs" "fBodyBodyGyroMagMean" -0.373898631190476
"subject15" "walking_upstairs" "fBodyBodyGyroMagMean" -0.45369356625
"subject16" "standing" "fBodyBodyGyroMagMean" -0.975448632179487
"subject16" "sitting" "fBodyBodyGyroMagMean" -0.954060994347826
"subject16" "laying" "fBodyBodyGyroMagMean" -0.970249638857143
"subject16" "walking" "fBodyBodyGyroMagMean" -0.669228540784314
"subject16" "walking_downstairs" "fBodyBodyGyroMagMean" -0.488253939574468
"subject16" "walking_upstairs" "fBodyBodyGyroMagMean" -0.630546675490196
"subject17" "standing" "fBodyBodyGyroMagMean" -0.984291131538461
"subject17" "sitting" "fBodyBodyGyroMagMean" -0.98336929234375
"subject17" "laying" "fBodyBodyGyroMagMean" -0.969014444788732
"subject17" "walking" "fBodyBodyGyroMagMean" -0.518618058688525
"subject17" "walking_downstairs" "fBodyBodyGyroMagMean" -0.40943875826087
"subject17" "walking_upstairs" "fBodyBodyGyroMagMean" -0.504066956875
"subject19" "standing" "fBodyBodyGyroMagMean" -0.958578129589041
"subject19" "sitting" "fBodyBodyGyroMagMean" -0.964238768493151
"subject19" "laying" "fBodyBodyGyroMagMean" -0.965624724457831
"subject19" "walking" "fBodyBodyGyroMagMean" -0.0952460452365385
"subject19" "walking_downstairs" "fBodyBodyGyroMagMean" 0.203979764835897
"subject19" "walking_upstairs" "fBodyBodyGyroMagMean" -0.28884026785
"subject21" "standing" "fBodyBodyGyroMagMean" -0.956723022359551
"subject21" "sitting" "fBodyBodyGyroMagMean" -0.977839702352941
"subject21" "laying" "fBodyBodyGyroMagMean" -0.962349012888889
"subject21" "walking" "fBodyBodyGyroMagMean" -0.409516081153846
"subject21" "walking_downstairs" "fBodyBodyGyroMagMean" -0.406392284444444
"subject21" "walking_upstairs" "fBodyBodyGyroMagMean" -0.475369886808511
"subject22" "standing" "fBodyBodyGyroMagMean" -0.932065270793651
"subject22" "sitting" "fBodyBodyGyroMagMean" -0.951952767258065
"subject22" "laying" "fBodyBodyGyroMagMean" -0.946055840972222
"subject22" "walking" "fBodyBodyGyroMagMean" -0.438378722826087
"subject22" "walking_downstairs" "fBodyBodyGyroMagMean" -0.338417326388889
"subject22" "walking_upstairs" "fBodyBodyGyroMagMean" -0.369902
"subject23" "standing" "fBodyBodyGyroMagMean" -0.944583829705882
"subject23" "sitting" "fBodyBodyGyroMagMean" -0.952293277205882
"subject23" "laying" "fBodyBodyGyroMagMean" -0.966239347916667
"subject23" "walking" "fBodyBodyGyroMagMean" 0.185078207383051
"subject23" "walking_downstairs" "fBodyBodyGyroMagMean" 0.150825734842593
"subject23" "walking_upstairs" "fBodyBodyGyroMagMean" -0.380388292223529
"subject25" "standing" "fBodyBodyGyroMagMean" -0.968972499594595
"subject25" "sitting" "fBodyBodyGyroMagMean" -0.979350913692308
"subject25" "laying" "fBodyBodyGyroMagMean" -0.910126993561644
"subject25" "walking" "fBodyBodyGyroMagMean" -0.562733252702703
"subject25" "walking_downstairs" "fBodyBodyGyroMagMean" -0.485763582068965
"subject25" "walking_upstairs" "fBodyBodyGyroMagMean" -0.567153469846154
"subject26" "standing" "fBodyBodyGyroMagMean" -0.972333108648649
"subject26" "sitting" "fBodyBodyGyroMagMean" -0.97646387
"subject26" "laying" "fBodyBodyGyroMagMean" -0.974305179605263
"subject26" "walking" "fBodyBodyGyroMagMean" -0.551927613050847
"subject26" "walking_downstairs" "fBodyBodyGyroMagMean" -0.3345099466
"subject26" "walking_upstairs" "fBodyBodyGyroMagMean" -0.556084778181818
"subject27" "standing" "fBodyBodyGyroMagMean" -0.975525565625
"subject27" "sitting" "fBodyBodyGyroMagMean" -0.979482820857143
"subject27" "laying" "fBodyBodyGyroMagMean" -0.979890667972973
"subject27" "walking" "fBodyBodyGyroMagMean" -0.519451704035088
"subject27" "walking_downstairs" "fBodyBodyGyroMagMean" -0.359113724772727
"subject27" "walking_upstairs" "fBodyBodyGyroMagMean" -0.607667730196078
"subject28" "standing" "fBodyBodyGyroMagMean" -0.909652436329114
"subject28" "sitting" "fBodyBodyGyroMagMean" -0.960297525
"subject28" "laying" "fBodyBodyGyroMagMean" -0.944218369375
"subject28" "walking" "fBodyBodyGyroMagMean" -0.514602424814815
"subject28" "walking_downstairs" "fBodyBodyGyroMagMean" -0.223354793921739
"subject28" "walking_upstairs" "fBodyBodyGyroMagMean" -0.534835409607843
"subject29" "standing" "fBodyBodyGyroMagMean" -0.980879722923077
"subject29" "sitting" "fBodyBodyGyroMagMean" -0.980269425833333
"subject29" "laying" "fBodyBodyGyroMagMean" -0.98400134173913
"subject29" "walking" "fBodyBodyGyroMagMean" -0.416817853396226
"subject29" "walking_downstairs" "fBodyBodyGyroMagMean" -0.381459881875
"subject29" "walking_upstairs" "fBodyBodyGyroMagMean" -0.357213897032653
"subject30" "standing" "fBodyBodyGyroMagMean" -0.917449417288136
"subject30" "sitting" "fBodyBodyGyroMagMean" -0.973876282903226
"subject30" "laying" "fBodyBodyGyroMagMean" -0.962001199
"subject30" "walking" "fBodyBodyGyroMagMean" -0.358344356
"subject30" "walking_downstairs" "fBodyBodyGyroMagMean" -0.356772347348871
"subject30" "walking_upstairs" "fBodyBodyGyroMagMean" -0.449150735076923
"subject2" "standing" "fBodyBodyGyroMagStd" -0.956788725740741
"subject2" "sitting" "fBodyBodyGyroMagStd" -0.961385745217391
"subject2" "laying" "fBodyBodyGyroMagStd" -0.96109837875
"subject2" "walking" "fBodyBodyGyroMagStd" -0.651792839661017
"subject2" "walking_downstairs" "fBodyBodyGyroMagStd" -0.372576755361702
"subject2" "walking_upstairs" "fBodyBodyGyroMagStd" -0.438620401875
"subject4" "standing" "fBodyBodyGyroMagStd" -0.887194404285714
"subject4" "sitting" "fBodyBodyGyroMagStd" -0.9288505544
"subject4" "laying" "fBodyBodyGyroMagStd" -0.947100325185185
"subject4" "walking" "fBodyBodyGyroMagStd" -0.593937200833333
"subject4" "walking_downstairs" "fBodyBodyGyroMagStd" -0.457674088
"subject4" "walking_upstairs" "fBodyBodyGyroMagStd" -0.552489628846154
"subject9" "standing" "fBodyBodyGyroMagStd" -0.910909659555556
"subject9" "sitting" "fBodyBodyGyroMagStd" -0.9064712292
"subject9" "laying" "fBodyBodyGyroMagStd" -0.9034005814
"subject9" "walking" "fBodyBodyGyroMagStd" -0.562714528653846
"subject9" "walking_downstairs" "fBodyBodyGyroMagStd" -0.424170737142857
"subject9" "walking_upstairs" "fBodyBodyGyroMagStd" -0.456841325204082
"subject10" "standing" "fBodyBodyGyroMagStd" -0.922961550454545
